ORPHAcode	PreferredTerm	Synonyms	ICDcodes
319569	Autosomal recessive mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR1 deficiency	Autosomal recessive MSMD due to partial interferon gamma receptor 1 deficiency	
319569	Autosomal recessive mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR1 deficiency	Autosomal recessive mendelian susceptibility to mycobacterial diseases due to partial interferon gamma receptor 1 deficiency	
319552	Mendelian susceptibility to mycobacterial diseases due to complete IL12RB1 deficiency		D84.8
319552	Mendelian susceptibility to mycobacterial diseases due to complete IL12RB1 deficiency	MSMD due to complete IL12RB1 deficiency	
319552	Mendelian susceptibility to mycobacterial diseases due to complete IL12RB1 deficiency	MSMD due to complete interleukin 12 receptor beta 1 deficiency	
319552	Mendelian susceptibility to mycobacterial diseases due to complete IL12RB1 deficiency	Mendelian susceptibility to interleukin 12 receptor beta 1 deficiency	
319558	Mendelian susceptibility to mycobacterial diseases due to complete IL12B deficiency		D84.8
319558	Mendelian susceptibility to mycobacterial diseases due to complete IL12B deficiency	MSMD due to complete IL12B deficiency	
319558	Mendelian susceptibility to mycobacterial diseases due to complete IL12B deficiency	MSMD due to complete interleukin 12B deficiency	
319558	Mendelian susceptibility to mycobacterial diseases due to complete IL12B deficiency	Mendelian susceptibility to mycobacterial diseases due to complete interleukin 12B deficiency	
319651	Constitutional megaloblastic anemia with severe neurologic disease		D52.8
319651	Constitutional megaloblastic anemia with severe neurologic disease	DHFR deficiency	
319651	Constitutional megaloblastic anemia with severe neurologic disease	Dihydrofolate reductase deficiency	
319646	PGM1-CDG		E77.8
319646	PGM1-CDG	CDG syndrome type It	
319646	PGM1-CDG	CDG-It	
319646	PGM1-CDG	CDG1T	
319646	PGM1-CDG	Congenital disorder of glycosylation type 1t	
319646	PGM1-CDG	Congenital disorder of glycosylation type It	
319646	PGM1-CDG	PGM1-related congenital disorder of glycosylation	
319646	PGM1-CDG	Phosphoglucomutase-1 deficiency	
319640	Retinal macular dystrophy type 2		H35.5
319640	Retinal macular dystrophy type 2	MCDR2	
319635	Amyloidosis cutis dyschromia		E85.4+
319635	Amyloidosis cutis dyschromia	Amyloidosis cutis dyschromica	L99.0*
319605	X-linked mendelian susceptibility to mycobacterial diseases		D84.8
319605	X-linked mendelian susceptibility to mycobacterial diseases	X-linked MSMD	
319600	Mendelian susceptibility to mycobacterial diseases due to partial IRF8 deficiency		D84.8
319600	Mendelian susceptibility to mycobacterial diseases due to partial IRF8 deficiency	MSMD due to partial IRF8 deficiency	
319600	Mendelian susceptibility to mycobacterial diseases due to partial IRF8 deficiency	MSMD due to partial interferon regulatory factor 8 deficiency	
319600	Mendelian susceptibility to mycobacterial diseases due to partial IRF8 deficiency	Mendelian susceptibility to mycobacterial diseases due to partial interferon regulatory factor 8 deficiency	
319678	Encephalopathy-hypertrophic cardiomyopathy-renal tubular disease syndrome		E88.8
319675	Microcephalic primordial dwarfism, Dauber type		Q87.1
319671	Alazami syndrome		Q87.1
319671	Alazami syndrome	Microcephalic primordial dwarfism, Alazami type	
319667	Primary lymphoma of the conjunctiva		C85.7
319667	Primary lymphoma of the conjunctiva	Primary lymphoid conjunctival tumor	
319254	Kyasanur forest disease		A98.2
319254	Kyasanur forest disease	Kyasanur hemorrhagic fever	
319254	Kyasanur forest disease	Monkey disease	
319254	Kyasanur forest disease	Monkey fever	
319266	Omsk hemorrhagic fever		A98.1
319276	Clear cell renal carcinoma		C64
319276	Clear cell renal carcinoma	CCRCC	
319276	Clear cell renal carcinoma	Clear cell renal cell adenocarcinoma	
319276	Clear cell renal carcinoma	Clear cell renal cell carcinoma	
319239	Brazilian hemorrhagic fever		A96.8
319239	Brazilian hemorrhagic fever	Sabia hemorrhagic fever	
319244	Chapare hemorrhagic fever		A96.8
319247	Hantavirus pulmonary syndrome		B33.4+
319247	Hantavirus pulmonary syndrome		J17.1*
319251	Rift valley fever		A92.4
319319	Renal medullary carcinoma		C64
319322	Mucinous tubular and spindle cell renal carcinoma		C64
319325	Tubulocystic renal cell carcinoma		C64
319298	Papillary renal cell carcinoma		C64
319298	Papillary renal cell carcinoma	Papillary renal cell adenocarcinoma	
319303	Chromophobe renal cell carcinoma		C64
319303	Chromophobe renal cell carcinoma	Chromophobe renal cell adenocarcinoma	
319308	MiT family translocation renal cell carcinoma		C64
319308	MiT family translocation renal cell carcinoma	Carcinoma associated with MITF/TFE translocation	
319308	MiT family translocation renal cell carcinoma	Translocation renal cell carcinoma	
319332	Autosomal recessive myogenic arthrogryposis multiplex congenita		Q74.3
319332	Autosomal recessive myogenic arthrogryposis multiplex congenita	Autosomal recessive myogenic AMC	
319332	Autosomal recessive myogenic arthrogryposis multiplex congenita	SYNE1-related AMC	
319332	Autosomal recessive myogenic arthrogryposis multiplex congenita	SYNE1-related arthrogryposis multiplex congenita	
319340	Carney complex-trismus-pseudocamptodactyly syndrome		Q68.8
319340	Carney complex-trismus-pseudocamptodactyly syndrome	Carney complex variant	
319487	Familial papillary or follicular thyroid carcinoma		C73
319487	Familial papillary or follicular thyroid carcinoma	FNMTC	
319487	Familial papillary or follicular thyroid carcinoma	Familial pure nonmedullary thyroid carcinoma	
319480	Acute myeloid leukemia with CEBPA somatic mutations		C92.0
319480	Acute myeloid leukemia with CEBPA somatic mutations	AML with CEBPA somatic mutations	
319504	Combined oxidative phosphorylation defect type 8		E88.8
319504	Combined oxidative phosphorylation defect type 8	COXPD8	
319465	Inherited acute myeloid leukemia		C92.0
319465	Inherited acute myeloid leukemia	Familial AML	
319465	Inherited acute myeloid leukemia	Inherited AML	
319465	Inherited acute myeloid leukemia	Pure familial AML	
319465	Inherited acute myeloid leukemia	Pure familial acute myeloid leukemia	
319462	Inherited cancer-predisposing syndrome due to biallelic BRCA2 mutations		D61.0
319213	Lujo hemorrhagic fever		A96.8
319213	Lujo hemorrhagic fever	Zambian hemorrhagic fever	
319195	Chondroectodermal dysplasia with night blindness		Q77.6
319199	Autosomal recessive spastic paraplegia type 53		G11.4
319199	Autosomal recessive spastic paraplegia type 53	SPG53	
319229	Bolivian hemorrhagic fever		A96.1
319229	Bolivian hemorrhagic fever	Machupo hemorrhagic fever	
319234	Venezuelan hemorrhagic fever		A96.8
319234	Venezuelan hemorrhagic fever	Guanarito hemorrhagic fever	
319218	Ebola hemorrhagic fever		A98.4
319218	Ebola hemorrhagic fever	EHF	
319218	Ebola hemorrhagic fever	Ebola fever	
319218	Ebola hemorrhagic fever	Ebola virus disease	
319223	Argentine hemorrhagic fever		A96.0
319223	Argentine hemorrhagic fever	Argentinian hemorrhagic fever	
319223	Argentine hemorrhagic fever	Junin hemorrhagic fever	
319160	Congenital myopathy with internal nuclei and atypical cores		G71.2
319160	Congenital myopathy with internal nuclei and atypical cores	CNM4	
319160	Congenital myopathy with internal nuclei and atypical cores	Centronuclear myopathy type 4	
319171	Distal 17p13.1 microdeletion syndrome		Q93.5
319171	Distal 17p13.1 microdeletion syndrome	Distal del(17)(p13.1)	
319189	Familial cortical myoclonus		G25.3
319192	Diencephalic-mesencephalic junction dysplasia		Q04.8
319182	Wiedemann-Steiner syndrome		Q87.1
319182	Wiedemann-Steiner syndrome	Hypertrichosis-short stature-facial dysmorphism-developmental delay syndrome	
317425	Severe combined immunodeficiency due to DNA-PKcs deficiency		D81.1
317425	Severe combined immunodeficiency due to DNA-PKcs deficiency	SCID due to DNA-PKcs deficiency	
317473	Pancytopenia due to IKZF1 mutations		D81.8
317473	Pancytopenia due to IKZF1 mutations	CID due to IKAROS deficiency	
317473	Pancytopenia due to IKZF1 mutations	Combined immunodeficiency due to IKAROS deficiency	
317476	X-linked immunodeficiency with magnesium defect, Epstein-Barr virus infection and neoplasia		D81.8
317476	X-linked immunodeficiency with magnesium defect, Epstein-Barr virus infection and neoplasia	CID due to MAGT1 deficiency	
317476	X-linked immunodeficiency with magnesium defect, Epstein-Barr virus infection and neoplasia	Combined immunodeficiency due to MAGT1 deficiency	
317476	X-linked immunodeficiency with magnesium defect, Epstein-Barr virus infection and neoplasia	XMEN	
314993	Cataract-congenital heart disease-neural tube defect syndrome		Q87.8
314978	X-linked non progressive cerebellar ataxia		G11.0
314962	Secondary hypereosinophilic syndrome		D47.5
314962	Secondary hypereosinophilic syndrome	HES-R	
314962	Secondary hypereosinophilic syndrome	Reactive hypereosinophilic syndrome	
314962	Secondary hypereosinophilic syndrome	Secondary HES	
314950	Primary hypereosinophilic syndrome		D47.5
314950	Primary hypereosinophilic syndrome	Clonal hypereosinophilic syndrome	
314950	Primary hypereosinophilic syndrome	HES-M	
314950	Primary hypereosinophilic syndrome	HES-N	
314950	Primary hypereosinophilic syndrome	Neoplastic hypereosinophilic syndrome	
314950	Primary hypereosinophilic syndrome	Primary HES	
314679	Cerebrofacioarticular syndrome		Q87.8
314679	Cerebrofacioarticular syndrome	Van Maldergem syndrome	
314667	TMEM165-CDG		E77.8
314667	TMEM165-CDG	CDG syndrome type IIk	
314667	TMEM165-CDG	CDG-IIk	
314667	TMEM165-CDG	CDG2K	
314667	TMEM165-CDG	Carbohydrate deficient glycoprotein syndrome type IIk	
314667	TMEM165-CDG	Congenital disorder of glycosylation type 2k	
314667	TMEM165-CDG	Congenital disorder of glycosylation type IIk	
314689	Combined immunodeficiency due to STK4 deficiency		D81.8
314689	Combined immunodeficiency due to STK4 deficiency	CID due to STK4 deficiency	
314684	Primary bone lymphoma		C85.7
314652	Variant ABeta2M amyloidosis		E85.1
314652	Variant ABeta2M amyloidosis	Autosomal dominant beta2-microglobulinic amyloidosis	
314647	Non-progressive cerebellar ataxia with intellectual disability		G11.0
314662	Segmental progressive overgrowth syndrome with fibroadipose hyperplasia		Q87.3
314621	Duplication of the pituitary gland		Q89.2
314621	Duplication of the pituitary gland	DPG-plus syndrome	
314621	Duplication of the pituitary gland	Duplication of the pituitary gland-plus syndrome	
314621	Duplication of the pituitary gland	Hypophyseal duplication	
314637	Mitochondrial hypertrophic cardiomyopathy with lactic acidosis due to MTO1 deficiency		E88.8
314637	Mitochondrial hypertrophic cardiomyopathy with lactic acidosis due to MTO1 deficiency	COXPD10	
314637	Mitochondrial hypertrophic cardiomyopathy with lactic acidosis due to MTO1 deficiency	Combined oxidative phosphorylation defect type 10	
314632	ATP13A2-related juvenile neuronal ceroid lipofuscinosis		E75.4
314632	ATP13A2-related juvenile neuronal ceroid lipofuscinosis	CLN12 disease	
314632	ATP13A2-related juvenile neuronal ceroid lipofuscinosis	Juvenile parkinsonism-neuronal ceroid lipofuscinosis	
314802	Short stature due to partial GHR deficiency		E34.3
314802	Short stature due to partial GHR deficiency	Short stature due to partial growth hormone receptor deficiency	
314811	Short stature due to GHSR deficiency		E34.3
314811	Short stature due to GHSR deficiency	Ghrelin receptor deficiency	
314811	Short stature due to GHSR deficiency	Short stature due to growth hormone secretagogue receptor deficiency	
314777	Familial isolated pituitary adenoma		D35.2
314777	Familial isolated pituitary adenoma	FIPA	
314795	SHOX-related short stature		Q87.1
314769	Somatomammotropinoma		D35.2
314769	Somatomammotropinoma	GH and PRL cosecreting pituitary adenoma	
314769	Somatomammotropinoma	Growth hormone and prolactin cosecreting pituitary adenoma	
314769	Somatomammotropinoma	Somatolactotropinoma	
314769	Somatomammotropinoma	Somatoprolactinoma	
314718	Lethal arteriopathy syndrome due to fibulin-4 deficiency		Q28.8
370127	Medich giant platelet syndrome		D69.1
370127	Medich giant platelet syndrome	Medich macrothrombocytopenia	
370109	Ataxia-telangiectasia variant		G11.3
370109	Ataxia-telangiectasia variant	v-AT	
370103	Primary dystonia, DYT17 type		G24.1
370097	Oculocutaneous albinism type 6		E70.3
370097	Oculocutaneous albinism type 6	OCA6	
370091	Oculocutaneous albinism type 5		E70.3
370091	Oculocutaneous albinism type 5	OCA5	
370396	Small cell carcinoma of the ovary		C56
370396	Small cell carcinoma of the ovary	SCCO	
370396	Small cell carcinoma of the ovary	Small cell ovarian carcinoma	
370348	Peripheral primitive neuroectodermal tumor		C71.9
370348	Peripheral primitive neuroectodermal tumor	PPNET	
370348	Peripheral primitive neuroectodermal tumor	Peripheral PNET	
370348	Peripheral primitive neuroectodermal tumor	Peripheral neuroepithelioma	
370334	Extraskeletal Ewing sarcoma		C49.9
370334	Extraskeletal Ewing sarcoma	EOE	
370334	Extraskeletal Ewing sarcoma	Extraosseous Ewing sarcoma	
370334	Extraskeletal Ewing sarcoma	Extraosseous Ewing tumor	
370334	Extraskeletal Ewing sarcoma	Extraskeletal Ewing tumor	
370131	White platelet syndrome		D69.1
370046	Didymosis aplasticosebacea		Q84.8
370046	Didymosis aplasticosebacea	Aplasia cutis congenita-nevus sebaceus syndrome	
370039	Angora hair nevus		Q82.5
370039	Angora hair nevus	Schauder syndrome	
370022	Ataxia-intellectual disability-oculomotor apraxia-cerebellar cysts syndrome		G11.1
370022	Ataxia-intellectual disability-oculomotor apraxia-cerebellar cysts syndrome	Poretti-Boltshauser syndrome	
370026	Acute myeloid leukemia with t(8;16)(p11;p13) translocation		C92.0
370026	Acute myeloid leukemia with t(8;16)(p11;p13) translocation	AML with t(8;16)(p11;p13) translocation	
370015	Spondyloepimetaphyseal dysplasia, Isidor-Toutain type		Q77.8
370015	Spondyloepimetaphyseal dysplasia, Isidor-Toutain type	SEMDIST	
370015	Spondyloepimetaphyseal dysplasia, Isidor-Toutain type	Spondyloepimetaphyseal dysplasia with severe short stature	
370088	Acute infantile liver failure-multisystemic involvement syndrome		K72.0
370076	Fetal carbamazepine syndrome		Q86.8
370079	Proximal 16p11.2 microduplication syndrome		Q92.3
370079	Proximal 16p11.2 microduplication syndrome	Proximal dup(16)(p11.2)	
370079	Proximal 16p11.2 microduplication syndrome	Proximal trisomy 16p11.2	
370052	SCALP syndrome		Q84.8
370052	SCALP syndrome	Sebaceous nevus-CNS malformations-aplasia cutis congenital-limbal dermoid-pigmented nevus syndrome	
370052	SCALP syndrome	Sebaceous nevus-central nervous system malformations-aplasia cutis congenital-limbal dermoid-pigmented nevus syndrome	
370059	NEVADA syndrome		Q84.8
370059	NEVADA syndrome	Nevus epidermicus verrucosus with angiodysplasia and aneurysms	
371007	Congenital muscular dystrophy with hyperlaxity		G71.2
371007	Congenital muscular dystrophy with hyperlaxity	CMDH	
370997	Muscle-eye-brain disease with bilateral multicystic leucodystrophy		G71.0
370997	Muscle-eye-brain disease with bilateral multicystic leucodystrophy	MEB disease with bilateral multicystic leucodystrophy	
370921	STT3A-CDG		E77.8
370921	STT3A-CDG	CDG syndrome type Iw	
